Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Hourly_Time,Late_minutes,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual,Earnings,Total Fixed,Year_Joined,Resigned_Age,Worked_Duration
811,Mr,Male,Married,2019-07-01,,Active,Labour,Contarct Basis,Catholic,Unskilled Labor,1966,9.682135076252724,2.5981844589687726,,,,,26794.105263157893,0.0,2019,,
812,Mr,Male,Married,2019-07-01,2020-06-13,Inactive,Labour,Contarct Basis,Catholic,Skilled Labor,1992,,,,,,,,,2019,28.0,1.0
813,Mr,Male,Married,2020-12-10,2021-12-24,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975,11.137614678899082,0.0,,,,,38147.36111111111,0.0,2020,46.0,1.0
814,Mr,Male,Married,2019-07-01,2020-12-31,Inactive,Labour,Contarct Basis,Hindu,Security,1981,,,,,,,0.0,0.0,2019,39.0,1.0
816,Mr,Male,Single,2019-08-01,2021-08-21,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1998,9.471046511627907,7.058139534883721,,,,,19192.5,0.0,2019,23.0,2.0
817,Mr,Male,Single,2019-10-18,2020-12-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998,,,,,,,53610.63,0.0,2019,22.0,1.0
823,Mr,Male,Married,2020-02-11,2020-12-25,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1972,,,,,,,20511.6,0.0,2020,48.0,0.0
825,Mr,Male,Married,2020-02-13,2020-03-08,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1975,,,,,,,,,2020,45.0,0.0
826,Mr,Male,Single,2020-02-11,,Active,Labour,Contarct Basis,Catholic,Unskilled Labor,1996,9.453407079646016,1.4411873156342183,,,,,29631.031578947368,0.0,2020,,
827,Mr,Male,Married,2019-09-06,2020-05-18,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1976,,,,,,,,,2019,44.0,1.0
828,Mr,Male,Married,2020-06-01,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,1981,11.842399232245684,0.0467370441458733,,,,,43338.37777777778,0.0,2020,,
829,Mr,Male,Married,2019-11-06,2022-01-31,Inactive,Labour,Contarct Basis,Hindu,Security,1976,11.057202797202798,384.3963869463869,,,,,26347.777777777777,0.0,2019,46.0,3.0
830,Mr,Male,Single,2020-02-10,2022-06-30,Inactive,Labour,Contarct Basis,Hindu,Security,1996,10.782849872773536,395.9986005089059,,,,,24540.35714285714,0.0,2020,26.0,2.0
832,Mr,Male,Married,2019-01-06,2022-02-19,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1970,10.036101694915256,13.17641242937853,,,,,38400.0,0.0,2019,52.0,3.0
837,Mr,Male,Single,2020-01-13,2020-06-03,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,,,,,,,,,2020,24.0,0.0
838,Mr,Male,Married,2020-06-10,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,,,,,,,18750.0,0.0,2020,26.0,0.0
839,Mr,Male,Married,2020-02-21,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,,,,,,,18000.0,0.0,2020,23.0,0.0
841,Mr,Male,Married,2019-01-01,2020-12-31,Inactive,Labour,Contarct Basis,Catholic,Unskilled Labor,1976,,,,,,,20156.8,0.0,2019,44.0,1.0
845,Mr,Male,Single,2020-01-02,2020-05-31,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,,,,,,,,,2020,24.0,0.0
848,Mr,Male,Married,2020-12-03,2022-03-21,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,11.194954128440369,0.0,,,,,40693.28,0.0,2020,46.0,2.0
850,Mr,Male,Single,2019-08-01,2020-03-31,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996,,,,,,,,,2019,24.0,1.0
852,Mr,Male,Married,2019-09-01,,Active,Labour,Contarct Basis,Catholic,Security,1973,13.19872813990461,599.523052464229,,,,,37572.0,0.0,2019,,
853,Mr,Male,Married,2019-09-05,2020-12-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982,5.718771929824562,0.6267543859649123,,,,,22084.135,0.0,2019,38.0,1.0
854,Mr,Male,Married,2021-02-01,2022-08-30,Inactive,Labour,Contarct Basis,Catholic,Office Assistant,1987,10.197795918367348,3.73469387755102,,,,,46997.35,0.0,2021,35.0,1.0
855,Mr,Male,Single,2019-12-01,2020-05-19,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,,,,,,,,,2019,24.0,1.0
858,Mr,Male,Married,2019-12-25,2022-10-31,Inactive,Labour,Contarct Basis,Hindu,Security,1949,12.566216216216215,137.2972972972973,,,,,28336.944444444445,0.0,2019,73.0,3.0
859,Mr,Male,Single,2019-12-29,2022-08-31,Inactive,Labour,Contarct Basis,Hindu,Security,1995,12.0085,582.9270833333334,,,,,28066.5625,0.0,2019,27.0,3.0
860,Mr,Male,Single,2020-01-11,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966,,,,,,,31128.75,0.0,2020,54.0,0.0
861,Mr,Male,Married,2020-01-12,2020-03-31,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1966,,,,,,,,,2020,54.0,0.0
863,Mr,Male,Married,2020-01-26,2020-03-31,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1976,,,,,,,,,2020,44.0,0.0
864,Mr,Male,Single,2020-01-30,2021-04-24,Inactive,Labour,Contarct Basis,Hindu,Security,1996,12.0,600.0,,,,,0.0,0.0,2020,25.0,1.0
866,Mr,Male,Single,2020-02-01,2022-07-06,Inactive,Labour,Contarct Basis,Catholic,Security,1996,12.097852028639618,600.0,,,,,34022.666666666664,0.0,2020,26.0,2.0
867,Mr,Male,Married,2020-02-01,2020-05-30,Inactive,Labour,Contarct Basis,Hindu,Security,1976,,,,,,,,,2020,44.0,0.0
869,Mr,Male,Single,2020-02-11,2021-11-30,Inactive,Labour,Contarct Basis,Hindu,Security,1996,12.0,422.33009708737865,,,,,79830.0,0.0,2020,25.0,1.0
870,Mr,Male,Married,2020-02-13,2020-03-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1976,,,,,,,,,2020,44.0,0.0
871,Mr,Male,Single,2020-02-15,2021-12-31,Inactive,Labour,Contarct Basis,Hindu,Office Assistant,1996,9.039267015706807,6.968586387434555,,,,,20068.75,0.0,2020,25.0,1.0
872,Ms,Female,Married,2020-06-01,,Active,Labour,Contarct Basis,Buddhist,Caretaker,1985,9.0,0.0,,,,,28304.761904761905,0.0,2020,,
873,Mr,Male,Married,2019-09-24,2020-06-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,,,,,,,,,2019,50.0,1.0
875,Mr,Male,Married,2019-09-23,2021-07-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,12.663030303030302,0.0,,,,,24168.0,0.0,2019,32.0,2.0
877,Mr,Male,Single,2019-09-10,2020-11-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,,,,,,,30960.0,0.0,2019,28.0,1.0
878,Mr,Male,Married,2019-09-09,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,11.630844155844157,0.0,,,,,22939.090909090908,0.0,2019,38.0,3.0
879,Mr,Male,Married,2019-09-02,2021-03-21,Inactive,Labour,Contarct Basis,Buddhist,Cook,1979,9.444444444444445,133.33333333333334,,,,,0.0,0.0,2019,42.0,2.0
880,Mr,Male,Married,2019-10-06,,Active,Labour,Contarct Basis,Buddhist,Wacher,1963,12.0,600.0,,,,,15942.8125,0.0,2019,,
882,Mr,Male,Married,2019-10-08,2022-04-22,Inactive,Labour,Contarct Basis,Buddhist,Wacher,1960,12.668571428571427,583.5428571428571,,,,,24919.31818181818,0.0,2019,62.0,3.0
886,Mr,Male,Married,2019-12-13,2020-12-20,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,12.5375,0.0,,,,,13140.0,0.0,2019,49.0,1.0
889,Mr,Male,Married,2020-06-01,2021-06-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,,,,,,,,,2020,44.0,1.0
890,Mr,Male,Married,2021-03-01,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,11.36546875,0.0,,,,,20111.0,0.0,2021,23.0,1.0
891,Mr,Male,Married,2020-01-23,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,11.79192118226601,0.0,,,,,27827.6,0.0,2020,42.0,2.0
892,Mr,Male,Married,2020-01-28,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2020,44.0,0.0
894,Mr,Male,Married,2020-01-28,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,,,,,,,25320.0,0.0,2020,57.0,0.0
895,Mr,Male,Married,2020-01-28,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,12.667826086956522,1.9782608695652173,,,,,21394.285714285717,0.0,2020,35.0,1.0
896,Mr,Male,Married,2020-01-28,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,12.18968152866242,0.0,,,,,23832.5,0.0,2020,42.0,2.0
897,Mr,Male,Married,2020-01-28,2021-01-28,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,,,,,,,17400.0,0.0,2020,39.0,1.0
898,Mr,Male,Married,2020-01-28,2021-01-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,,,,,,,18120.0,0.0,2020,53.0,1.0
899,Mr,Male,Married,2020-01-28,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,,,,,,,,,2020,49.0,0.0
900,Mr,Male,Married,2020-01-28,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,12.07857923497268,0.0,,,,,26102.5,0.0,2020,39.0,2.0
901,Mr,Male,Married,2020-01-28,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,,,,,,,,,2020,34.0,0.0
902,Mr,Male,Married,2020-02-19,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,12.046683417085427,0.0,,,,,27162.5,0.0,2020,33.0,2.0
905,Mr,Male,Married,2020-02-21,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,11.58967741935484,0.0,,,,,24150.0,0.0,2020,47.0,2.0
906,Mr,Male,Married,2020-02-19,2022-03-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,11.96685393258427,0.0112359550561797,,,,,25047.5,0.0,2020,37.0,2.0
907,Mr,Male,Married,2020-02-05,2021-03-31,Inactive,Labour,Contarct Basis,Buddhist,Caretaker,1976,11.0,0.0,,,,,0.0,0.0,2020,45.0,1.0
908,Mr,Male,Married,2020-06-01,,Active,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984,10.412,0.4771161048689138,,,,,33569.7,0.0,2020,,
910,Mr,Male,Married,2020-06-01,2021-01-07,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,,,,,,,21600.0,0.0,2020,40.0,1.0
918,Mr,Male,Married,2020-06-01,2021-10-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,8.621167512690354,200.5253807106599,,,,,28471.08571428572,0.0,2020,37.0,1.0
921,Mr,Male,Married,2020-06-01,2022-04-06,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1982,8.671488372093023,4.868217054263567,,,,,24143.2,0.0,2020,40.0,2.0
923,Mr,Male,Married,2014-02-20,2021-08-31,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,1970,11.38536842105263,21.15017543859649,,,,,40760.91,28400.0,2014,51.0,7.0
924,Mr,Male,Single,2018-05-08,2020-06-22,Inactive,Staff,Contarct Basis,Muslim,Site Engineer,1993,,,,,,,,,2018,27.0,2.0
925,Mr,Male,Married,2019-02-01,,Active,Staff,Contarct Basis,Muslim,Technical Officer,1977,11.897451737451735,36.5518018018018,,,,,55348.34588235294,45000.0,2019,,
926,Mr,Male,Married,2020-08-24,2020-09-30,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1977,,,,,,,,,2020,43.0,0.0
928,Mr,Male,Married,2020-01-02,2020-07-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,,,,,,,0.0,0.0,2020,45.0,0.0
929,Mr,Male,Married,2019-01-01,2020-09-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,12.46375,0.0,,,,,,,2019,44.0,1.0
930,Mr,Male,Single,2019-01-01,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1996,,,,,,,,,2019,24.0,1.0
932,Mr,Male,Married,2019-01-01,2021-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,11.31625,0.0,,,,,31810.8,0.0,2019,45.0,2.0
933,Mr,Male,Married,2019-04-03,2021-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,11.973684210526317,0.0,,,,,21138.533333333336,0.0,2019,44.0,2.0
934,Mr,Male,Married,2019-01-01,2021-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,11.676875,0.0,,,,,19169.86666666667,0.0,2019,61.0,2.0
939,Mr,Male,Married,2019-07-01,2020-03-06,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
940,Mr,Male,Single,2020-02-17,2020-08-17,Inactive,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997,,,,,,,,,2020,23.0,0.0
941,Ms,Female,Single,2020-02-12,2022-07-31,Inactive,Staff,Contarct Basis,Buddhist,Secretary,1993,8.320876712328767,12.249634703196348,,,,,33750.0,33750.0,2020,29.0,2.0
942,Mr,Male,Single,2020-02-24,,Active,Staff,Contarct Basis,Buddhist,Draughtsman,1994,9.442036082474226,19.586039518900343,,,,,36706.544117647056,36470.58823529412,2020,,
943,Mr,Male,Single,2020-03-02,2021-04-27,Inactive,Staff,Contarct Basis,Buddhist,Trainee QS,1997,12.08529411764706,2.467647058823529,,,,,,,2020,24.0,1.0
944,Mr,Male,Single,2020-03-02,2020-08-31,Inactive,Staff,Contarct Basis,Buddhist,Draughtsman,1993,,,,,,,,,2020,27.0,0.0
945,Mr,Male,Married,2020-02-24,,Active,Staff,Contarct Basis,Buddhist,Project Manager,1964,9.28215481171548,9.721408647140864,,,,,151196.76470588235,120000.0,2020,,
947,Mr,Male,Married,2020-03-06,,Active,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962,10.491113445378152,4.022759103641457,,,,,85000.0,85000.0,2020,,
948,Mr,Male,Single,2020-03-16,,Active,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,12.13546313799622,11.834593572778829,,,,,75631.78352941177,58676.470588235294,2020,,
949,Mr,Male,Married,2020-02-12,2020-09-21,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,,,,,,,,,2020,32.0,0.0
950,Mr,Male,Single,2020-05-11,,Active,Staff,Contarct Basis,Buddhist,Store Keeper,1987,9.30215644820296,11.982100070472162,,,,,47517.64705882353,40000.0,2020,,
951,Mr,Male,Single,2018-04-01,2020-12-31,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1995,,,,,,,,,2018,25.0,2.0
952,Mr,Male,Married,2020-05-18,2020-10-08,Inactive,Management,Contarct Basis,Buddhist,HR Manager,1956,,,,,,,,,2020,64.0,0.0
953,Mr,Male,Married,2019-01-01,2020-09-24,Inactive,Labour,Contarct Basis,Buddhist,Cook,1976,,,,,,,,,2019,44.0,1.0
958,Mr,Male,Married,2019-10-08,2020-06-17,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,,,,,,,,,2019,44.0,1.0
959,Mr,Male,Married,2021-02-01,2021-04-29,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1984,10.385945945945943,0.0,,,,,15451.25,0.0,2021,37.0,0.0
961,Mr,Male,Married,2019-10-08,2020-03-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,,,,,,,,,2019,49.0,1.0
962,Mr,Male,Married,2021-02-01,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,9.537610062893082,3.460901467505241,,,,,15751.25,0.0,2021,,
965,Mr,Male,Married,2019-10-25,2020-06-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
968,Mr,Male,Married,2020-12-08,2021-04-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,11.056,0.0,,,,,19500.0,0.0,2020,45.0,1.0
969,Mr,Male,Married,2021-02-01,2021-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.69,2.3466666666666667,,,,,13066.666666666666,0.0,2021,45.0,0.0
970,Mr,Male,Married,2019-11-22,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Pipe Fitter,1976,,,,,,,,,2019,44.0,1.0
971,Mr,Male,Married,2019-06-03,2021-04-10,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1985,11.0315625,22.058333333333334,,,,,,,2019,36.0,2.0
973,Mr,Male,Single,2020-02-14,2020-03-17,Inactive,Labour,Contarct Basis,Muslim,Unskilled Labor,2003,,,,,,,,,2020,17.0,0.0
975,Mr,Male,Single,2019-09-23,2021-11-06,Inactive,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996,11.088983739837396,37.7139566395664,,,,,33038.75,30125.0,2019,25.0,2.0
976,Mr,Male,Married,2019-08-01,2020-04-24,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,,,,,,,,,2019,23.0,1.0
977,Mr,Male,Married,2019-08-01,2020-05-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,,,,,,,,,2019,24.0,1.0
979,Mr,Male,Married,2019-10-14,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,,,,,,,,,2019,52.0,1.0
983,Mr,Male,Married,2021-02-01,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,8.05655172413793,0.0155172413793103,,,,,13303.2,0.0,2021,,
984,Mr,Male,Married,2010-07-16,2020-06-27,Inactive,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959,,,,,,,,,2010,61.0,10.0
986,Mr,Male,Married,2020-06-01,2021-02-19,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,6.76,139.6625,,,,,28400.32,0.0,2020,29.0,1.0
987,Mr,Male,Married,2020-06-01,2021-07-27,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1996,11.871847826086958,12.506702898550726,,,,,34207.454999999994,0.0,2020,25.0,1.0
988,Mr,Male,Married,2019-10-15,2020-06-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,,,,,,,,,2019,51.0,1.0
989,Mr,Male,Married,2019-10-07,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,,,,,,,,,2019,23.0,1.0
990,Mr,Male,Single,2019-10-10,2020-12-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,,,,,,,,,2019,25.0,1.0
991,Mr,Male,Married,2019-11-01,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,,,,,,,,,2019,24.0,1.0
992,Mr,Male,Married,2020-06-01,2022-03-12,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.817534246575342,0.2874429223744292,,,,,21707.890909090907,0.0,2020,46.0,2.0
994,Mr,Male,Married,2020-06-01,2021-07-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,7.9332692307692305,5.039423076923077,,,,,28151.04,0.0,2020,36.0,1.0
999,Mr,Male,Married,2020-01-04,2022-02-28,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1980,9.614295774647887,0.3106220657276995,,,,,45511.976,0.0,2020,42.0,2.0
1000,Mr,Male,Married,2020-01-04,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1971,,,,,,,,,2020,49.0,0.0
1002,Mr,Male,Married,2020-01-16,2021-03-29,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1988,4.5542105263157895,9.769298245614037,,,,,30076.553333333333,0.0,2020,33.0,1.0
1003,Mr,Male,Married,2020-01-09,2020-03-12,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,,,,,,,,,2020,43.0,0.0
1006,Mr,Male,Married,2018-12-01,2021-03-15,Inactive,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974,9.26,0.0,,,,,,,2018,47.0,3.0
1007,Mr,Male,Married,2020-02-25,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,,,,,,,,,2020,32.0,0.0
1008,Mr,Male,Married,2020-02-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,9.926974522292994,0.1187367303609341,,,,,36920.02,0.0,2020,,
1009,Mr,Male,Married,2020-02-18,2020-04-30,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1974,,,,,,,22811.25,0.0,2020,46.0,0.0
1010,Mr,Male,Single,2020-02-19,2020-03-06,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,,,,,,,,,2020,17.0,0.0
1013,Mr,Male,Single,2020-03-04,2021-07-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,11.850144534778682,4.986856368563686,,,,,42122.16,0.0,2020,22.0,1.0
1015,Mr,Male,Married,2019-11-22,2020-06-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
1016,Mr,Male,Married,2021-02-01,2021-02-13,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,24750.0,0.0,2021,45.0,0.0
1017,Mr,Male,Married,2019-11-22,2019-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,1500.0,0.0,2019,43.0,0.0
1018,Mr,Male,Married,2019-11-22,2020-06-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
1019,Mr,Male,Married,2019-11-22,2020-06-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
1020,Mr,Male,Married,2019-11-11,2019-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957,,,,,,,9000.0,0.0,2019,62.0,0.0
1033,Mr,Male,Single,2019-12-07,2020-06-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,,,,,,,,,2019,19.0,1.0
1037,Mr,Male,Married,2019-12-02,2020-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,,,,,,,,,2019,48.0,1.0
1045,Mr,Male,Married,2020-03-07,2020-03-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,,,,,,,,,2020,52.0,0.0
1046,Mr,Male,Single,2020-02-28,2020-06-03,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994,,,,,,,,,2020,26.0,0.0
1047,Mr,Male,Married,2020-03-05,2020-12-20,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,,,,,,,7500.0,0.0,2020,60.0,0.0
1050,Mr,Male,Married,2020-03-12,2020-09-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,,,,,,,,,2020,38.0,0.0
1051,Mr,Male,Married,2019-01-01,2019-12-31,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,,,,,,,,,2019,43.0,0.0
1052,Mr,Male,Single,2020-03-12,2020-03-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000,,,,,,,,,2020,20.0,0.0
1054,Mr,Male,Single,2020-03-20,2021-10-26,Inactive,Labour,Contarct Basis,Hindu,Security,1992,11.198924050632913,442.7050632911392,,,,,24397.442857142854,0.0,2020,29.0,1.0
1055,Mr,Male,Single,2020-03-20,2020-04-30,Inactive,Labour,Contarct Basis,Hindu,Security,2000,,,,,,,,,2020,20.0,0.0
1056,Mr,Male,Married,2020-02-23,2020-06-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964,,,,,,,,,2020,56.0,0.0
1057,Mr,Male,Married,2020-02-16,2020-03-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2020,44.0,0.0
1058,Mr,Male,Married,2020-02-25,2020-03-16,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,,,,,,,,,2020,47.0,0.0
1060,Mr,Male,Married,2020-12-07,2021-06-21,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,10.16134831460674,7.721348314606742,,,,,36023.44,0.0,2020,45.0,1.0
1061,Mr,Male,Single,2020-03-16,2021-01-06,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,,,,,,,17801.0,0.0,2020,23.0,1.0
1063,Mr,Male,Married,2019-12-02,2020-09-29,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1979,,,,,,,,,2019,41.0,1.0
1064,Mr,Male,Married,2020-01-23,2021-02-27,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,,,,,,,35330.0,0.0,2020,52.0,1.0
1065,Mr,Male,Single,2020-02-19,2020-03-21,Inactive,Staff,Contarct Basis,Buddhist,Driver - cab,1998,,,,,,,,,2020,22.0,0.0
1066,Ms,Female,Single,2020-02-13,2020-12-19,Inactive,Staff,Contarct Basis,Buddhist,Data Colector,1993,,,,,,,,,2020,27.0,0.0
1068,Mr,Male,Single,2019-08-01,2020-09-30,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1993,,,,,,,,,2019,27.0,1.0
1069,Mr,Male,Single,2018-08-04,2020-09-26,Inactive,Staff,Contarct Basis,Buddhist,Operator-Excavator,1993,,,,,,,,,2018,27.0,2.0
1070,Mr,Male,Married,2020-07-28,2020-09-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,,,,,,,,,2020,33.0,0.0
1071,Mr,Male,Married,2015-07-02,2022-09-30,Inactive,Staff,Contarct Basis,Buddhist,Fitter,1955,9.958922018348623,12.077981651376149,,,,,57837.74428571428,51285.71428571428,2015,67.0,7.0
1072,Mr,Male,Married,2021-02-01,2022-06-09,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1976,9.727080291970802,3.93029197080292,,,,,31164.0,0.0,2021,46.0,1.0
1073,Mr,Male,Married,2017-03-01,,Active,Staff,Contarct Basis,Buddhist,Supervisor,1968,11.991600831600833,15.1513167013167,,,,,50943.51470588235,38717.64705882353,2017,,
1074,Mr,Male,Married,2019-12-02,2020-06-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,,,,,,,,,2019,44.0,1.0
1076,Mr,Male,Married,2020-02-19,2020-03-17,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1983,,,,,,,,,2020,37.0,0.0
1077,Mr,Male,Married,2019-10-16,2020-06-30,Inactive,Management,Contarct Basis,Buddhist,Assistant General Manager,1976,,,,,,,,,2019,44.0,1.0
1078,Mr,Male,Married,2019-03-01,2020-09-29,Inactive,Staff,Contarct Basis,Buddhist,Foreman,1991,2.7107843137254903,201.1251633986928,,,,,,,2019,29.0,1.0
